"BA","DM","DO","DS","NA","OL","OT","PB","PE","PF","PH","PI","PL","PM","PP","RF","RM","RO","SF","SH","SO"
0,13,14,0,0,0,10,19,1,0,0,0,0,1,2,0,1,0,0,0,0
0,12,14,0,1,0,8,18,2,0,0,0,0,1,3,0,2,0,0,0,0
0,18,7,0,0,0,2,14,4,1,0,0,0,0,5,0,0,1,0,0,0
0,15,8,0,0,0,6,14,3,3,0,1,0,0,13,0,0,0,0,0,0
0,21,9,0,0,0,3,10,0,1,0,1,0,0,35,0,0,0,0,0,0
0,16,9,0,0,1,2,13,0,1,0,0,0,1,34,0,0,0,0,0,0
0,12,12,0,0,0,0,4,0,0,0,0,0,0,58,0,0,0,0,0,0
0,14,7,0,0,0,0,17,0,1,0,0,0,0,61,0,0,0,0,0,0
0,10,6,0,0,0,2,4,0,0,0,0,0,0,18,0,0,0,0,0,0
0,4,2,0,0,0,0,6,0,0,0,0,0,0,25,0,0,0,0,0,0
0,12,1,0,1,0,0,14,0,0,0,0,0,0,41,0,0,0,0,0,0
0,11,4,0,1,0,3,21,1,0,0,0,0,1,85,0,0,0,0,1,0
0,17,6,0,1,0,2,30,5,0,0,0,0,0,60,0,0,0,0,3,0
0,10,12,0,0,8,6,34,6,0,0,0,0,0,26,0,2,0,0,6,0
0,18,12,0,3,0,3,36,3,0,0,0,0,0,34,0,1,0,0,11,0
0,14,17,0,1,0,7,29,3,2,0,0,0,0,70,0,1,0,0,15,0
0,19,11,0,1,0,5,35,6,0,0,0,0,1,46,0,2,0,0,15,0
0,17,11,0,3,0,11,53,2,2,0,0,0,5,51,0,0,0,1,12,0
0,23,21,0,2,0,6,68,2,1,0,0,0,2,65,0,2,0,2,12,0
0,19,17,0,1,1,10,71,2,2,0,0,1,0,83,0,1,0,1,2,0
2,10,14,0,6,2,10,72,0,0,0,0,0,2,70,0,4,0,0,2,0
1,22,20,0,0,1,21,53,0,3,0,0,3,1,66,0,0,0,6,2,0
8,29,23,0,2,2,22,42,5,3,0,0,0,3,19,0,2,0,7,0,0
8,27,25,0,2,3,25,36,3,6,0,0,5,3,12,0,9,0,1,4,0
4,32,27,0,2,3,11,26,4,0,0,0,2,3,0,0,9,0,4,0,0
0,26,25,1,1,2,8,21,1,0,0,0,4,0,0,0,5,0,3,1,0
0,34,24,1,2,1,6,22,0,0,0,0,2,3,1,0,5,0,4,0,0
0,34,25,1,1,0,9,23,1,0,0,0,1,1,3,0,3,0,1,1,0
3,31,28,2,1,0,6,21,0,1,0,0,0,5,19,0,5,0,4,2,0
4,34,36,2,4,2,7,23,1,5,0,0,1,5,34,0,5,0,6,1,0
4,35,30,3,2,0,9,20,2,6,0,0,0,3,26,0,1,0,5,0,0
1,35,29,4,2,0,8,20,0,8,0,0,0,2,34,0,1,0,1,0,0
0,20,19,1,1,0,4,6,0,2,0,0,0,0,11,0,0,0,2,0,0
0,10,10,3,1,0,6,12,0,0,0,0,0,0,21,0,0,0,1,0,0
0,12,11,2,3,0,7,12,0,1,0,0,0,0,21,0,0,0,0,0,0
0,14,13,4,2,0,8,11,1,1,0,0,0,0,5,0,0,0,0,0,0
0,20,17,3,4,0,1,9,2,1,0,0,0,0,1,0,0,0,1,0,0
0,21,18,2,1,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0
1,18,17,1,3,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,14,1,3,0,2,5,2,0,0,0,0,0,0,0,2,0,0,0,0
0,19,21,0,3,1,3,3,0,1,0,0,0,0,6,0,0,0,0,0,0
2,15,19,0,3,1,4,8,0,1,0,0,0,0,22,0,0,0,2,0,0
2,20,22,0,1,1,2,11,1,2,0,0,0,0,24,0,0,0,1,0,0
1,14,19,1,1,0,1,10,0,0,0,0,0,0,30,0,0,0,1,0,0
1,15,13,2,1,1,1,8,0,0,0,0,0,0,23,0,0,0,0,0,0
0,14,10,2,2,0,2,6,1,0,0,0,0,0,9,0,0,0,0,0,0
0,12,3,3,1,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0
0,8,2,2,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,1,2,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,1,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,8,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,1,1,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
0,11,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0
0,15,0,0,0,0,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0
0,16,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0
0,11,0,0,0,0,2,2,0,0,0,0,0,0,18,0,0,0,0,0,0
0,12,2,0,1,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0
0,15,1,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0
0,20,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,20,4,0,0,0,1,0,0,1,0,0,0,0,20,0,0,0,0,0,0
0,20,1,0,0,0,1,0,0,1,0,0,0,0,33,0,0,0,0,0,0
0,9,2,0,0,0,0,0,0,1,0,0,0,0,28,0,0,0,0,0,0
0,9,1,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0
0,14,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0
0,11,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0
0,13,0,0,0,0,2,1,0,0,0,0,0,0,67,0,0,0,0,0,0
0,13,0,0,0,0,2,1,1,1,0,0,0,0,70,0,0,0,0,0,0
0,20,0,0,0,2,2,2,10,0,0,0,0,0,4,0,0,0,0,0,0
0,26,2,0,0,4,0,2,8,2,0,0,0,0,2,0,1,1,0,0,0
0,23,0,0,0,6,1,2,2,6,0,0,0,0,10,0,2,1,0,0,0
0,23,2,0,0,2,0,3,4,5,0,0,0,0,27,0,0,0,0,0,0
0,28,0,0,1,4,2,2,2,1,0,0,0,0,50,0,0,0,0,0,0
0,37,4,0,1,1,0,4,4,3,0,0,0,0,63,0,1,0,0,0,0
0,39,1,0,1,0,1,3,2,1,0,0,0,0,78,0,0,0,0,0,0
0,41,2,0,0,0,1,7,2,0,0,0,0,0,116,0,0,0,0,0,0
0,40,2,0,0,0,2,2,0,2,0,0,0,0,93,0,0,0,0,0,0
0,37,2,0,0,2,4,6,2,0,0,0,0,0,67,0,0,0,0,0,0
0,40,1,0,0,5,5,5,2,0,0,0,0,0,48,0,0,0,0,0,0
0,40,1,0,1,3,5,4,3,0,0,0,0,0,14,0,0,0,0,0,0
0,51,2,0,1,1,0,3,5,0,0,0,0,0,4,0,0,0,0,0,0
0,37,2,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
0,37,2,0,1,2,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0
0,39,6,0,1,2,1,2,3,2,0,0,0,0,4,0,0,1,0,0,0
2,38,3,0,1,0,0,1,1,0,0,0,0,0,36,0,0,0,0,0,0
0,36,3,0,0,2,2,4,0,0,0,0,0,0,48,0,0,0,0,0,0
0,31,3,0,0,0,0,3,0,1,0,0,0,0,62,0,0,0,0,0,0
0,28,4,0,0,0,1,3,0,0,0,0,0,0,55,0,0,0,0,0,0
0,28,2,0,1,3,1,7,2,0,0,0,0,0,28,0,0,0,0,0,0
0,39,1,0,0,0,2,6,4,0,0,0,0,0,2,0,1,0,0,0,0
0,52,8,0,1,3,1,3,3,0,0,0,0,0,1,0,4,0,0,0,0
0,47,5,0,1,1,2,5,7,0,0,0,0,0,14,0,2,0,1,0,0
1,49,9,0,0,2,0,2,4,0,0,0,0,0,32,0,4,0,0,0,0
0,41,13,0,2,2,4,4,3,0,0,0,0,0,42,0,1,0,0,0,0
0,36,7,0,1,2,0,4,1,0,0,0,0,0,67,0,0,0,0,0,0
1,37,6,0,0,1,1,3,1,0,0,0,0,0,97,0,0,0,1,0,0
0,35,10,0,1,0,3,2,0,0,0,0,0,0,49,0,1,0,0,0,0
1,31,6,0,0,1,4,3,1,0,0,0,0,0,85,0,0,0,0,0,0
1,29,4,0,1,0,3,5,0,0,0,0,0,0,55,0,0,0,0,0,0
0,29,7,0,1,0,8,4,0,0,1,0,0,0,32,0,0,0,3,0,0
1,25,7,0,1,4,5,5,4,0,0,0,0,0,12,0,1,0,0,1,0
8,20,10,0,2,8,8,6,12,0,0,0,0,0,18,0,2,2,2,0,0
2,35,10,0,1,6,7,1,5,0,0,0,0,0,6,0,4,2,1,0,0
2,43,14,0,1,7,4,4,8,1,0,0,0,0,18,0,10,2,9,1,0
12,34,16,0,1,2,3,3,3,0,0,0,0,0,36,0,14,2,7,3,0
